TypeHouse;Address;Floors;Area;Frontage;Bedrooms;Bathrooms;YearBuilt;Legal_Status;Road_Type;Price;Gia_trung_binh
Villa;Trần Hưng Đạo, Yên Bái, Yên Bái;3;60;14;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.8;100
Villa;Trần Hưng Đạo, Yên Bái, Yên Bái;2;45;11;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.4;100
Villa;Trần Hưng Đạo, Yên Bái, Yên Bái;1;30;8;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.0;100
Nha cap 4;Trần Hưng Đạo, Yên Bái, Yên Bái;1;25;4;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.6;100
Nha cap 4;Trần Hưng Đạo, Yên Bái, Yên Bái;0;15;2;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.2;100
Nha cap 4;Trần Hưng Đạo, Yên Bái, Yên Bái;0;5;1;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.0;100
Apartment;Lê Duẩn, Thanh Hóa, Thanh Hóa;0;64;15;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.4;100
Apartment;Lê Duẩn, Thanh Hóa, Thanh Hóa;0;54;13;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.0;100
Apartment;Lê Duẩn, Thanh Hóa, Thanh Hóa;0;44;11;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.6;100
Townhouse;Lê Duẩn, Thanh Hóa, Thanh Hóa;4;65;15;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.2;100
Townhouse;Lê Duẩn, Thanh Hóa, Thanh Hóa;3;50;12;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.8;100
Townhouse;Lê Duẩn, Thanh Hóa, Thanh Hóa;2;35;9;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.4;100
Villa;Lê Duẩn, Thanh Hóa, Thanh Hóa;5;75;17;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.8;100
Villa;Lê Duẩn, Thanh Hóa, Thanh Hóa;4;60;14;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.2;100
Villa;Lê Duẩn, Thanh Hóa, Thanh Hóa;3;45;11;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.8;100
Nha cap 4;Lê Duẩn, Thanh Hóa, Thanh Hóa;3;40;7;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.2;100
Nha cap 4;Lê Duẩn, Thanh Hóa, Thanh Hóa;2;30;5;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.8;100
Nha cap 4;Lê Duẩn, Thanh Hóa, Thanh Hóa;1;20;3;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.6;100
Apartment;Nguyễn Tất Thành, Vinh, Nghệ An;0;62;14;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.06;48
Apartment;Nguyễn Tất Thành, Vinh, Nghệ An;0;52;12;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;0.86;48
Apartment;Nguyễn Tất Thành, Vinh, Nghệ An;0;42;10;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;0.67;48
Townhouse;Nguyễn Tất Thành, Vinh, Nghệ An;4;60;14;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.44;48
Townhouse;Nguyễn Tất Thành, Vinh, Nghệ An;3;45;11;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.25;48
Townhouse;Nguyễn Tất Thành, Vinh, Nghệ An;2;30;8;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.06;48
Villa;Nguyễn Tất Thành, Vinh, Nghệ An;5;70;16;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.73;48
Villa;Nguyễn Tất Thành, Vinh, Nghệ An;4;55;13;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.44;48
Villa;Nguyễn Tất Thành, Vinh, Nghệ An;3;40;10;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.25;48
Nha cap 4;Nguyễn Tất Thành, Vinh, Nghệ An;3;35;6;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;0.96;48
Nha cap 4;Nguyễn Tất Thành, Vinh, Nghệ An;2;25;4;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;0.77;48
Nha cap 4;Nguyễn Tất Thành, Vinh, Nghệ An;1;15;2;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;0.67;48
Apartment;Trần Phú, Đồng Hới, Quảng Bình;0;60;13;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.04;58
Apartment;Trần Phú, Đồng Hới, Quảng Bình;0;50;11;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;0.87;58
Apartment;Trần Phú, Đồng Hới, Quảng Bình;0;40;9;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;0.7;58
Townhouse;Trần Phú, Đồng Hới, Quảng Bình;3;55;13;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.51;58
Townhouse;Trần Phú, Đồng Hới, Quảng Bình;2;40;10;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.28;58
Townhouse;Trần Phú, Đồng Hới, Quảng Bình;1;25;7;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.04;58
Villa;Trần Phú, Đồng Hới, Quảng Bình;4;65;15;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.86;58
Villa;Trần Phú, Đồng Hới, Quảng Bình;3;50;12;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.62;58
Villa;Trần Phú, Đồng Hới, Quảng Bình;2;35;9;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.39;58
Nha cap 4;Trần Phú, Đồng Hới, Quảng Bình;2;30;5;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.04;58
Nha cap 4;Trần Phú, Đồng Hới, Quảng Bình;1;20;3;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;0.93;58
Nha cap 4;Trần Phú, Đồng Hới, Quảng Bình;0;10;1;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;0.81;58
Apartment;Lê Lợi, Đắk Nông, Đắk Nông;0;58;13;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.6;100
Apartment;Lê Lợi, Đắk Nông, Đắk Nông;0;48;11;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.3;100
Apartment;Lê Lợi, Đắk Nông, Đắk Nông;0;38;9;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.0;100
Townhouse;Lê Lợi, Đắk Nông, Đắk Nông;3;50;12;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.2;100
Townhouse;Lê Lợi, Đắk Nông, Đắk Nông;2;35;9;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.8;100
Townhouse;Lê Lợi, Đắk Nông, Đắk Nông;1;20;6;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.4;100
Villa;Lê Lợi, Đắk Nông, Đắk Nông;4;60;14;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.8;100
Villa;Lê Lợi, Đắk Nông, Đắk Nông;3;45;11;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.4;100
Villa;Lê Lợi, Đắk Nông, Đắk Nông;2;30;8;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.0;100
Nha cap 4;Lê Lợi, Đắk Nông, Đắk Nông;2;25;4;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.6;100
Nha cap 4;Lê Lợi, Đắk Nông, Đắk Nông;1;15;2;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.2;100
Nha cap 4;Lê Lợi, Đắk Nông, Đắk Nông;0;5;1;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.0;100
Apartment;Nguyễn Huệ, Cần Thơ, Cần Thơ;0;66;15;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.8;100
Apartment;Nguyễn Huệ, Cần Thơ, Cần Thơ;0;56;13;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.4;100
Apartment;Nguyễn Huệ, Cần Thơ, Cần Thơ;0;46;11;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.0;100
Townhouse;Nguyễn Huệ, Cần Thơ, Cần Thơ;5;70;16;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;4.2;100
Townhouse;Nguyễn Huệ, Cần Thơ, Cần Thơ;4;55;13;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.8;100
Townhouse;Nguyễn Huệ, Cần Thơ, Cần Thơ;3;40;10;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;3.2;100
Villa;Nguyễn Huệ, Cần Thơ, Cần Thơ;6;80;18;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;4.8;100
Villa;Nguyễn Huệ, Cần Thơ, Cần Thơ;5;65;15;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;4.2;100
Villa;Nguyễn Huệ, Cần Thơ, Cần Thơ;4;50;12;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;3.8;100
Nha cap 4;Nguyễn Huệ, Cần Thơ, Cần Thơ;4;45;8;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.8;100
Nha cap 4;Nguyễn Huệ, Cần Thơ, Cần Thơ;3;35;6;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.4;100
Nha cap 4;Nguyễn Huệ, Cần Thơ, Cần Thơ;2;25;4;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.0;100
Apartment;Trần Hưng Đạo, Long Xuyên, An Giang;0;54;12;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.28;58
Apartment;Trần Hưng Đạo, Long Xuyên, An Giang;0;44;10;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.04;58
Townhouse;Trần Hưng Đạo, Long Xuyên, An Giang;4;65;15;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.2;58
Townhouse;Trần Hưng Đạo, Long Xuyên, An Giang;3;50;12;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.97;58
Townhouse;Trần Hưng Đạo, Long Xuyên, An Giang;2;35;9;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.62;58
Villa;Trần Hưng Đạo, Long Xuyên, An Giang;5;75;17;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.55;58
Villa;Trần Hưng Đạo, Long Xuyên, An Giang;4;60;14;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.2;58
Villa;Trần Hưng Đạo, Long Xuyên, An Giang;3;45;11;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.86;58
Nha cap 4;Trần Hưng Đạo, Long Xuyên, An Giang;3;40;7;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.51;58
Nha cap 4;Trần Hưng Đạo, Long Xuyên, An Giang;2;30;5;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.28;58
Nha cap 4;Trần Hưng Đạo, Long Xuyên, An Giang;1;20;3;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.04;58
Apartment;Lê Duẩn, Rạch Giá, Kiên Giang;0;62;14;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.49;62
Apartment;Lê Duẩn, Rạch Giá, Kiên Giang;0;52;12;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.24;62
Apartment;Lê Duẩn, Rạch Giá, Kiên Giang;0;42;10;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;0.99;62
Townhouse;Lê Duẩn, Rạch Giá, Kiên Giang;4;60;14;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.23;62
Townhouse;Lê Duẩn, Rạch Giá, Kiên Giang;3;45;11;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.98;62
Townhouse;Lê Duẩn, Rạch Giá, Kiên Giang;2;30;8;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.61;62
Villa;Lê Duẩn, Rạch Giá, Kiên Giang;5;70;16;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.6;62
Villa;Lê Duẩn, Rạch Giá, Kiên Giang;4;55;13;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.23;62
Villa;Lê Duẩn, Rạch Giá, Kiên Giang;3;40;10;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.86;62
Nha cap 4;Lê Duẩn, Rạch Giá, Kiên Giang;3;35;6;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.49;62
Nha cap 4;Lê Duẩn, Rạch Giá, Kiên Giang;2;25;4;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.24;62
Nha cap 4;Lê Duẩn, Rạch Giá, Kiên Giang;1;15;2;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;0.99;62
Apartment;Nguyễn Huệ, Hà Giang, Hà Giang;0;56;12;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.2;100
Apartment;Nguyễn Huệ, Hà Giang, Hà Giang;0;46;10;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.0;100
Apartment;Nguyễn Huệ, Hà Giang, Hà Giang;0;36;8;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;0.8;100
Townhouse;Lê Lợi, Hà Giang, Hà Giang;2;45;11;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.8;100
Townhouse;Lê Lợi, Hà Giang, Hà Giang;1;30;8;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.4;100
Townhouse;Lê Lợi, Hà Giang, Hà Giang;0;15;5;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.0;100
Villa;Lê Lợi, Hà Giang, Hà Giang;3;55;13;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.4;100
Villa;Lê Lợi, Hà Giang, Hà Giang;2;40;10;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.0;100
Villa;Lê Lợi, Hà Giang, Hà Giang;1;25;7;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.6;100
Nha cap 4;Lê Lợi, Hà Giang, Hà Giang;1;20;3;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.2;100
Nha cap 4;Lê Lợi, Hà Giang, Hà Giang;0;10;1;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;0.8;100
Nha cap 4;Lê Lợi, Hà Giang, Hà Giang;0;0;0;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;0.6;100
Apartment;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;0;56;12;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.2;100
Apartment;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;0;46;10;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.0;100
Apartment;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;0;36;8;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;0.8;100
Townhouse;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;2;45;11;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.8;100
Townhouse;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;1;30;8;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.4;100
Townhouse;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;0;15;5;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.0;100
Villa;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;3;55;13;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.4;100
Villa;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;2;40;10;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.0;100
Villa;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;1;25;7;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.6;100
Nha cap 4;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;1;20;3;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.2;100
Nha cap 4;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;0;10;1;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;0.8;100
Nha cap 4;Nguyễn Tất Thành, Cao Bằng, Cao Bằng;0;0;0;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;0.6;100
Apartment;Trần Phú, Lạng Sơn, Lạng Sơn;0;58;13;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.4;100
Apartment;Trần Phú, Lạng Sơn, Lạng Sơn;0;48;11;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.2;100
Apartment;Trần Phú, Lạng Sơn, Lạng Sơn;0;38;9;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.0;100
Townhouse;Trần Phú, Lạng Sơn, Lạng Sơn;3;50;12;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.2;100
Townhouse;Trần Phú, Lạng Sơn, Lạng Sơn;2;35;9;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.8;100
Townhouse;Trần Phú, Lạng Sơn, Lạng Sơn;1;20;6;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.4;100
Villa;Trần Phú, Lạng Sơn, Lạng Sơn;4;60;14;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.8;100
Villa;Trần Phú, Lạng Sơn, Lạng Sơn;3;45;11;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.4;100
Villa;Trần Phú, Lạng Sơn, Lạng Sơn;2;30;8;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.0;100
Nha cap 4;Trần Phú, Lạng Sơn, Lạng Sơn;2;25;4;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.6;100
Nha cap 4;Trần Phú, Lạng Sơn, Lạng Sơn;1;15;2;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.2;100
Nha cap 4;Trần Phú, Lạng Sơn, Lạng Sơn;0;5;1;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.0;100
Apartment;Lê Lợi, Hạ Long, Quảng Ninh;0;66;15;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.6;100
Apartment;Lê Lợi, Hạ Long, Quảng Ninh;0;56;13;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.2;100
Apartment;Lê Lợi, Hạ Long, Quảng Ninh;0;46;11;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.8;100
Townhouse;Lê Lợi, Hạ Long, Quảng Ninh;5;70;16;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.8;100
Townhouse;Lê Lợi, Hạ Long, Quảng Ninh;4;55;13;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.4;100
Townhouse;Lê Lợi, Hạ Long, Quảng Ninh;3;40;10;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.8;100
Villa;Lê Lợi, Hạ Long, Quảng Ninh;6;80;18;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;4.4;100
Villa;Lê Lợi, Hạ Long, Quảng Ninh;5;65;15;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.8;100
Villa;Lê Lợi, Hạ Long, Quảng Ninh;4;50;12;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;3.2;100
Nha cap 4;Lê Lợi, Hạ Long, Quảng Ninh;4;45;8;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.8;100
Nha cap 4;Lê Lợi, Hạ Long, Quảng Ninh;3;35;6;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.4;100
Nha cap 4;Lê Lợi, Hạ Long, Quảng Ninh;2;25;4;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.0;100
Apartment;Nguyễn Huệ, Nam Định, Nam Định;0;62;14;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.0;100
Apartment;Nguyễn Huệ, Nam Định, Nam Định;0;52;12;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.7;100
Apartment;Nguyễn Huệ, Nam Định, Nam Định;0;42;10;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.4;100
Townhouse;Nguyễn Huệ, Nam Định, Nam Định;4;60;14;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.0;100
Townhouse;Nguyễn Huệ, Nam Định, Nam Định;3;45;11;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.6;100
Townhouse;Nguyễn Huệ, Nam Định, Nam Định;2;30;8;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.2;100
Villa;Nguyễn Huệ, Nam Định, Nam Định;5;70;16;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.6;100
Villa;Nguyễn Huệ, Nam Định, Nam Định;4;55;13;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.0;100
Villa;Nguyễn Huệ, Nam Định, Nam Định;3;40;10;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.6;100
Nha cap 4;Nguyễn Huệ, Nam Định, Nam Định;3;35;6;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.0;100
Nha cap 4;Nguyễn Huệ, Nam Định, Nam Định;2;25;4;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.6;100
Nha cap 4;Nguyễn Huệ, Nam Định, Nam Định;1;15;2;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.4;100
Apartment;Trần Hưng Đạo, Thái Bình, Thái Bình;0;60;13;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.8;100
Apartment;Trần Hưng Đạo, Thái Bình, Thái Bình;0;50;11;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.5;100
Apartment;Trần Hưng Đạo, Thái Bình, Thái Bình;0;40;9;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.2;100
Townhouse;Trần Hưng Đạo, Thái Bình, Thái Bình;3;55;13;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.6;100
Townhouse;Trần Hưng Đạo, Thái Bình, Thái Bình;2;40;10;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.2;100
Townhouse;Trần Hưng Đạo, Thái Bình, Thái Bình;1;25;7;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.8;100
Villa;Trần Hưng Đạo, Thái Bình, Thái Bình;4;65;15;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.2;100
Villa;Trần Hưng Đạo, Thái Bình, Thái Bình;3;50;12;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.8;100
Villa;Trần Hưng Đạo, Thái Bình, Thái Bình;2;35;9;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.4;100
Nha cap 4;Trần Hưng Đạo, Thái Bình, Thái Bình;2;30;5;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.8;100
Nha cap 4;Trần Hưng Đạo, Thái Bình, Thái Bình;1;20;3;1;1;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.6;100
Nha cap 4;Trần Hưng Đạo, Thái Bình, Thái Bình;0;10;1;1;1;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.4;100
Apartment;Lê Duẩn, Hải Dương, Hải Dương;0;64;14;2;2;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.2;100
Apartment;Lê Duẩn, Hải Dương, Hải Dương;0;54;12;2;2;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;1.8;100
Apartment;Lê Duẩn, Hải Dương, Hải Dương;0;44;10;2;2;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;1.5;100
Townhouse;Lê Duẩn, Hải Dương, Hải Dương;4;65;15;3;3;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.2;100
Townhouse;Lê Duẩn, Hải Dương, Hải Dương;3;50;12;3;3;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.8;100
Townhouse;Lê Duẩn, Hải Dương, Hải Dương;2;35;9;3;3;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.4;100
Villa;Lê Duẩn, Hải Dương, Hải Dương;5;75;17;4;4;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.8;100
Villa;Lê Duẩn, Hải Dương, Hải Dương;4;60;14;4;4;2022;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;3.2;100
Villa;Lê Duẩn, Hải Dương, Hải Dương;3;45;11;4;4;2021;Đang chờ Sổ / Đang làm thủ tục cấp sổ;Đường nhánh;2.8;100
Nha cap 4;Lê Duẩn, Hải Dương, Hải Dương;3;40;7;1;1;2023;Đã có Sổ Hồng/Sổ Đỏ;Đường chính;2.2;100
